Temperature,Humidity,Wind Speed,Pressure,PM2.5,PM10,NO2,SO2,CO,O3,AQI
33.14,57.84,8.29,1000.14,12.01,180.34,60.33,39.12,1.35,162.77,69.43
23.1,37.12,9.99,1021.8,53.93,68.28,98.76,45.49,1.43,51.47,56.16
23.98,88.83,2.51,998.66,64.37,239.12,89.26,13.26,1.67,58.58,139.78
22.09,42.88,3.02,1016.3,106.45,237.27,44.03,11.48,3.07,30.81,108.55
19.93,34.03,6.8,1004.86,62.02,42.66,40.3,2.31,1.02,139.05,66.96
21.75,65.69,9.67,1009.34,125.38,274.5,33.2,35.93,0.7,111.24,145.17
18.88,74.33,9.2,1018.04,218.75,66.44,19.48,47.0,3.46,113.54,135.0
25.17,31.95,5.28,1018.21,179.46,187.76,18.12,10.97,3.94,47.14,165.1
21.15,69.52,8.05,1026.37,147.09,295.83,17.57,32.57,2.6,120.7,153.56
26.17,61.94,1.79,1012.18,26.81,265.89,15.84,37.83,1.95,140.13,93.05
17.22,36.2,9.79,1016.06,175.03,287.4,27.85,46.53,2.27,70.84,174.35
26.65,40.35,9.66,1008.62,45.77,109.35,34.13,33.05,2.06,146.23,66.55
29.17,64.08,2.06,1014.82,197.66,40.62,96.35,48.57,4.81,69.29,126.83
15.03,47.78,3.34,1017.39,66.26,64.62,59.95,18.54,3.89,138.88,97.9
26.87,86.3,1.45,1012.02,107.18,155.14,98.82,18.8,1.2,15.73,141.82
31.14,79.12,3.08,994.96,90.87,240.04,40.38,28.06,2.04,103.7,100.76
18.95,89.01,8.25,1016.31,215.41,53.54,48.47,20.41,2.81,174.82,149.73
33.36,45.58,4.09,1016.65,36.0,201.32,35.83,2.07,3.14,176.81,107.93
27.1,88.18,1.34,1006.2,143.58,103.84,22.37,37.13,2.45,57.9,123.68
21.47,55.87,3.75,1000.16,39.81,108.95,18.6,38.08,4.09,85.04,60.45
24.72,50.85,9.82,1027.76,177.67,201.96,94.78,37.85,3.88,20.71,169.2
27.79,33.02,6.48,1017.91,226.74,145.43,98.75,18.56,2.62,158.47,167.62
25.38,33.17,4.45,1010.71,111.48,245.49,9.27,27.07,4.3,106.66,140.4
27.69,71.52,2.08,1001.63,124.58,55.22,19.28,19.28,3.81,75.47,76.52
20.4,57.48,9.87,1004.78,232.22,239.08,45.23,2.77,3.94,29.17,203.17
25.85,43.59,8.3,1026.03,132.64,28.63,22.7,29.0,4.79,170.95,73.88
17.93,66.84,3.17,1014.38,124.46,66.28,39.57,7.94,1.48,100.14,89.91
24.44,45.17,1.17,1007.49,146.69,200.28,17.26,5.84,1.48,58.1,122.34
20.48,64.66,1.04,1018.1,173.86,257.93,48.37,38.26,4.47,69.54,188.95
21.32,51.55,1.64,1004.86,31.19,83.28,30.81,2.46,3.91,56.02,46.43
31.18,79.41,6.02,1028.01,206.17,104.89,38.43,48.03,4.65,112.31,161.34
30.46,79.24,9.32,1026.53,111.7,165.77,13.96,26.73,0.5,168.09,129.41
28.05,58.64,5.22,1008.33,22.73,71.36,45.67,49.18,3.21,155.64,76.39
19.54,51.05,8.51,1006.71,197.61,245.24,98.41,4.78,0.89,88.26,148.99
23.42,51.75,4.74,986.82,97.35,234.35,36.24,30.01,2.62,150.5,122.46
31.07,78.34,7.23,998.18,29.59,52.13,88.26,18.77,0.95,81.93,40.13
25.71,49.69,7.45,999.61,160.28,144.51,85.1,42.49,0.81,52.89,144.53
36.6,42.54,2.15,1014.35,220.63,234.7,95.45,19.34,0.26,177.18,170.8
26.97,35.08,3.93,1009.74,222.5,107.83,80.06,14.5,3.23,61.66,148.51
25.96,58.0,6.55,999.55,239.63,193.6,67.66,43.16,1.92,65.03,195.84
23.45,58.93,1.17,1010.19,217.59,24.56,86.38,19.98,0.7,178.25,132.75
25.67,80.45,3.93,1018.05,5.52,186.52,12.19,2.81,1.75,32.77,71.65
24.24,43.27,5.58,1018.28,98.16,54.27,48.97,20.73,1.01,139.29,83.77
28.54,52.86,9.96,994.0,205.54,250.87,98.98,33.42,4.72,169.09,212.22
29.78,78.5,5.01,1011.72,94.73,113.08,78.11,14.21,1.74,97.01,99.86
21.07,79.42,8.25,999.17,152.38,91.65,96.4,22.74,1.8,10.43,120.91
18.34,53.08,4.6,1022.02,153.55,253.86,79.07,4.72,4.23,73.76,185.21
15.82,57.55,8.07,1020.84,94.43,24.54,88.11,30.23,3.31,28.97,41.82
27.54,48.2,6.16,1004.02,226.6,125.02,72.12,38.3,3.61,80.75,195.54
19.48,85.95,8.92,1005.34,128.29,117.3,77.25,21.84,3.25,144.3,87.73
14.24,37.12,4.4,1008.39,118.87,92.59,54.7,22.17,4.74,84.58,93.52
26.94,86.02,6.24,990.47,249.39,274.41,92.8,6.24,1.19,83.43,218.46
37.46,71.03,6.49,1016.36,125.91,227.77,83.38,11.69,4.95,104.65,167.23
24.97,61.89,4.47,1010.27,48.71,28.54,85.17,9.42,4.19,108.89,11.72
29.19,31.96,1.87,1022.7,130.7,217.26,68.94,25.12,3.03,155.57,150.45
25.41,58.54,1.39,1002.02,204.43,162.92,33.94,27.4,3.38,62.42,179.13
24.51,54.46,0.66,1006.81,195.33,271.25,8.38,47.55,3.31,149.68,210.11
29.6,39.67,8.8,997.93,198.2,100.75,93.89,5.52,0.48,106.21,132.1
23.55,69.38,2.75,1002.96,178.47,176.51,60.68,30.79,1.25,61.09,150.24
26.34,88.27,2.51,1001.18,67.28,155.22,33.32,27.27,4.82,60.17,91.31
26.61,63.73,7.49,1022.96,216.21,151.97,19.17,26.78,2.76,71.39,160.79
21.66,72.89,3.54,1006.02,223.89,142.27,83.8,43.91,2.02,115.86,158.09
29.96,34.11,5.31,1014.24,52.57,69.63,84.47,11.87,3.86,49.24,55.43
24.13,55.06,2.04,1009.19,36.96,229.16,82.38,3.96,2.72,166.46,113.66
21.22,36.98,9.62,1000.31,244.02,140.89,66.28,34.27,0.26,107.74,177.54
27.68,66.77,8.59,1011.32,217.74,287.97,39.77,18.57,3.73,166.4,222.07
20.51,86.31,8.71,1018.99,223.84,85.63,33.89,2.84,3.71,17.89,155.85
25.14,69.71,4.36,1000.92,222.16,208.0,5.81,14.07,0.99,68.24,189.67
24.95,34.61,7.74,1021.09,137.71,282.81,84.19,16.85,4.79,13.88,190.79
30.43,51.28,1.87,1004.5,163.37,202.4,13.31,31.61,1.27,56.28,124.14
27.37,63.04,0.58,1008.17,138.61,262.67,64.92,10.28,2.4,156.54,152.62
24.87,54.19,0.69,1018.31,17.55,249.97,52.89,21.83,0.75,16.22,89.25
29.09,80.02,6.07,1006.37,187.65,114.43,55.04,25.16,3.1,84.15,145.55
31.95,78.88,4.83,1013.38,128.81,184.04,93.04,24.04,2.0,29.99,126.67
27.79,66.71,5.42,1009.85,163.69,55.32,8.0,48.75,1.9,80.86,122.66
25.05,52.41,0.57,1014.29,128.15,165.3,78.47,4.18,4.17,152.6,166.98
18.44,45.32,4.52,989.19,125.49,76.82,9.94,47.65,0.25,115.92,95.02
19.67,36.35,7.32,994.7,47.09,225.68,8.62,29.93,4.03,135.25,109.67
23.47,51.29,4.71,1019.16,73.28,163.14,45.83,40.19,2.94,69.35,115.13
21.95,54.79,7.46,1023.37,43.92,129.26,10.99,22.66,4.93,170.55,53.19
24.07,70.55,2.71,1003.9,52.94,87.95,79.97,23.78,3.03,130.57,74.17
25.28,69.49,8.22,1010.56,243.38,299.62,55.31,44.21,0.47,81.71,237.03
27.65,34.21,6.09,1015.95,42.51,30.8,7.76,45.0,0.44,82.5,26.85
24.65,53.72,2.5,1019.93,70.97,22.63,8.85,13.46,4.44,166.18,42.08
27.43,40.91,2.75,992.72,149.69,73.0,63.2,11.56,4.24,107.99,115.73
25.32,39.41,6.47,1004.14,154.49,291.61,81.58,25.82,1.86,130.08,181.45
15.12,79.64,8.38,1009.67,42.72,293.98,46.59,45.21,3.17,80.9,113.96
20.3,32.51,4.45,1020.03,199.46,199.93,57.69,17.47,2.55,48.03,206.4
24.28,55.15,2.95,1037.98,197.37,265.23,80.98,33.3,4.84,133.01,198.03
18.95,40.09,8.74,1010.72,63.14,72.05,63.0,35.99,4.76,113.33,60.53
28.0,82.76,6.86,998.93,75.72,291.89,26.35,39.38,4.92,95.23,145.3
32.65,63.42,4.76,1017.02,234.81,51.41,63.24,29.07,4.36,116.08,169.62
31.09,43.88,5.14,1026.21,207.29,39.33,64.69,21.32,4.57,45.41,137.84
23.93,60.15,2.44,1014.08,175.96,42.54,74.74,48.42,1.24,144.97,124.55
32.45,73.89,6.45,1003.93,25.15,176.21,63.98,31.34,4.19,171.19,76.32
25.74,87.49,3.91,1022.58,107.47,236.48,97.08,36.97,3.6,161.49,172.59
23.31,43.23,9.96,1019.64,142.03,116.33,23.74,18.56,4.82,64.64,133.4
21.93,83.17,5.06,1002.74,50.92,293.59,95.35,34.16,2.94,79.02,150.9
23.49,86.06,5.12,1016.81,114.82,135.98,56.14,14.37,0.61,147.43,114.79
23.06,84.99,5.88,1022.97,152.25,53.63,68.84,13.76,3.07,111.17,123.59
25.85,68.12,9.21,1024.82,85.21,145.13,14.45,36.31,3.5,103.15,88.86
25.8,67.79,8.11,1012.34,196.33,206.92,41.15,27.03,1.26,167.53,165.46
25.02,54.19,4.79,1009.42,210.91,251.35,78.09,34.8,2.09,101.12,218.9
27.18,75.14,7.33,1025.27,84.28,143.04,72.16,14.93,3.07,97.54,127.58
30.95,61.88,6.07,1000.9,210.47,182.15,8.81,30.74,2.0,17.14,151.42
29.75,70.65,5.18,1017.39,30.38,87.53,56.93,23.31,2.0,21.8,58.49
17.58,55.71,2.33,999.3,210.24,197.32,13.39,30.65,0.84,11.26,163.47
12.23,73.89,4.91,1023.65,42.42,295.93,99.61,15.96,4.72,165.25,127.75
29.67,79.47,2.84,1010.42,25.32,24.23,90.24,36.34,3.8,79.43,48.04
18.17,38.79,9.19,1025.69,162.23,267.09,7.0,40.68,0.21,89.66,183.51
23.88,79.98,3.69,1017.91,120.62,173.06,86.57,14.48,3.87,153.72,143.09
19.15,62.42,9.55,1000.77,227.43,83.11,92.35,16.43,3.75,113.57,157.44
15.99,80.68,5.56,1027.25,93.98,286.92,38.59,33.74,0.25,113.62,149.35
27.71,55.88,6.5,1028.51,75.35,150.17,73.35,35.39,1.97,60.41,93.56
28.8,52.74,5.66,1021.82,127.68,106.19,47.0,35.8,3.11,151.76,120.74
22.12,84.9,1.73,1005.38,116.71,62.63,67.25,34.77,2.37,38.19,114.44
12.04,45.07,4.07,1009.94,89.38,80.89,37.33,20.85,3.93,19.04,54.76
22.27,80.65,1.44,1014.45,174.97,251.53,35.64,20.95,2.24,42.57,187.09
26.96,59.04,6.42,1005.96,191.09,188.18,45.32,14.23,0.94,55.52,138.08
17.61,60.85,4.75,1029.92,213.98,274.84,18.83,9.53,4.89,57.99,226.05
25.92,48.51,7.89,1014.44,243.35,77.27,83.96,35.24,1.36,123.99,152.02
24.92,64.38,2.59,985.97,70.33,45.13,38.13,6.47,3.64,47.03,46.45
27.9,49.51,2.06,1016.39,180.44,11.77,43.01,47.01,0.89,125.03,115.99
25.6,32.36,4.36,1009.52,101.59,157.28,89.94,41.68,1.78,25.49,120.37
20.13,46.32,9.3,1012.25,170.89,299.51,52.18,43.16,2.32,35.02,175.35
30.98,30.38,7.25,1009.31,121.62,211.54,56.7,45.52,1.12,96.5,118.72
24.21,88.7,4.48,1021.07,248.47,99.43,95.87,21.61,2.36,166.72,172.34
24.86,87.94,5.41,1024.2,183.58,264.29,89.24,42.64,0.95,156.13,170.06
20.33,53.71,1.3,1015.83,238.36,236.7,21.1,9.59,2.88,174.69,189.0
22.78,73.7,9.85,1009.61,209.57,14.47,49.96,3.04,3.39,120.58,128.58
20.58,50.75,6.83,1012.59,226.21,246.89,97.27,39.67,0.5,124.89,188.39
24.14,70.27,3.21,1013.2,204.53,97.15,40.37,5.59,4.38,116.25,157.6
33.56,78.33,6.07,1004.98,117.49,53.41,40.3,49.45,1.09,115.88,109.21
18.14,86.81,1.54,1018.79,66.69,75.64,23.53,34.39,1.28,35.01,62.42
16.93,54.01,9.68,1017.6,95.73,145.89,15.86,38.17,3.37,102.44,109.25
32.36,77.0,2.16,1028.4,9.96,133.21,75.33,13.8,2.45,75.63,92.3
23.95,45.96,6.66,1025.55,133.38,93.78,78.15,34.35,2.6,85.23,96.04
21.65,89.42,2.83,1006.14,128.74,59.94,97.06,4.07,0.82,99.01,114.56
30.2,31.55,7.32,1021.2,133.69,231.05,78.47,42.22,4.07,31.83,175.02
21.97,66.21,7.88,1003.49,243.64,297.13,28.12,10.14,3.16,71.11,238.0
34.13,69.57,6.9,1019.96,228.31,235.56,8.81,35.47,0.85,20.79,209.82
28.39,71.28,6.34,1007.83,44.62,95.82,98.62,12.78,2.0,176.54,75.28
22.56,37.22,8.98,1002.77,95.38,80.99,37.34,5.29,4.09,30.15,80.11
35.79,86.31,1.25,1015.8,108.87,73.12,34.64,25.11,2.93,53.95,107.37
21.97,40.87,3.64,986.25,93.33,49.64,91.07,10.13,0.72,161.52,93.56
28.71,67.37,2.86,995.49,200.63,169.89,60.58,37.01,1.99,92.06,183.58
26.5,43.36,9.89,1011.23,133.39,185.57,25.41,13.4,1.36,33.06,131.0
31.51,48.43,4.2,1013.82,145.16,214.6,89.46,18.44,2.68,75.32,145.64
32.81,62.79,7.46,1009.31,213.99,207.26,99.37,29.24,4.25,29.7,196.78
25.16,55.03,7.0,997.21,202.45,94.78,13.23,15.68,2.29,44.04,153.66
21.23,39.61,2.51,1004.82,37.39,105.79,86.91,20.14,2.28,18.85,82.71
27.3,40.26,2.77,1016.91,179.91,207.64,42.1,41.15,4.55,84.5,167.4
21.61,55.09,3.17,1018.82,111.68,111.34,54.79,10.6,2.97,147.13,111.82
35.07,75.44,4.41,1012.84,77.19,71.66,91.91,5.95,2.92,109.61,60.89
25.68,83.88,2.73,1024.57,17.25,118.56,97.47,17.76,1.46,113.08,76.24
23.17,35.05,0.69,1016.97,124.38,88.9,29.91,22.37,3.12,44.1,91.45
25.92,53.59,8.85,1005.53,92.08,35.61,25.22,28.05,2.96,68.46,82.69
18.26,36.01,9.67,1010.19,66.62,250.74,12.65,19.88,2.1,153.69,102.94
20.14,31.0,3.74,998.97,175.19,257.4,58.37,39.92,4.96,24.94,203.49
31.0,69.7,3.72,1011.92,193.52,73.73,6.29,3.89,4.43,155.85,140.95
21.72,66.15,0.57,1024.12,64.97,28.78,44.13,22.72,3.8,92.23,48.19
19.77,39.78,6.96,1019.85,17.11,224.26,11.97,20.35,2.78,152.32,99.8
27.68,44.03,8.34,1027.02,212.94,71.34,43.5,33.08,2.42,64.06,133.56
30.93,31.42,1.89,1009.97,7.44,124.1,8.79,48.38,1.09,67.6,60.11
28.59,80.1,2.02,1026.46,234.59,28.6,84.35,26.5,1.67,137.77,139.28
29.98,88.48,8.01,1011.07,158.77,75.62,24.93,49.37,3.92,143.45,95.83
21.22,38.13,6.35,1027.72,83.85,239.94,36.19,16.51,2.38,49.04,111.73
17.89,43.89,0.93,1012.78,65.39,243.27,87.65,3.48,4.43,175.39,124.97
32.51,82.1,6.41,1020.07,7.21,70.05,75.9,9.95,0.91,24.36,56.45
23.39,85.59,3.43,1027.75,62.69,107.42,25.81,20.97,2.64,21.65,89.07
23.75,55.18,4.0,1011.07,38.74,48.93,11.83,17.18,3.31,111.24,72.59
31.64,33.04,7.81,1015.18,154.98,31.51,72.99,6.66,2.68,132.87,130.08
27.78,32.36,8.2,1025.89,45.8,297.73,42.12,22.77,4.47,173.35,126.42
27.28,64.44,4.3,1011.67,134.51,200.12,77.78,18.23,4.95,78.84,149.58
35.83,53.57,9.5,999.79,149.58,167.21,47.3,7.89,0.76,14.3,126.46
21.78,31.72,4.36,1034.43,78.02,231.99,37.87,16.21,0.82,112.49,107.85
29.64,65.0,7.83,1008.3,13.59,253.62,47.86,44.55,0.83,59.25,65.94
25.29,30.68,5.1,1014.59,14.13,243.95,76.11,16.5,3.47,83.6,100.54
26.34,77.24,9.03,1024.56,11.46,14.8,90.71,36.27,1.99,93.04,9.59
32.64,48.39,9.12,1006.92,186.09,64.17,9.73,31.38,3.72,20.97,125.9
27.54,32.42,1.33,1002.92,82.91,199.92,54.79,22.5,2.15,92.62,148.06
27.69,65.3,9.4,1015.54,200.09,118.97,8.12,13.47,3.21,82.47,140.87
30.36,53.86,8.34,995.07,110.77,294.92,49.5,19.71,3.9,131.13,167.03
23.18,88.43,8.02,1010.12,115.98,202.97,89.1,30.42,2.83,119.76,153.8
20.8,62.65,2.41,1015.45,130.66,287.4,39.35,18.84,2.79,41.49,169.83
19.78,46.51,8.15,1010.3,179.69,68.42,93.58,12.32,0.62,45.04,127.5
15.17,72.57,8.58,997.57,72.01,260.55,64.91,7.59,2.17,52.67,123.17
35.28,46.29,3.25,1028.94,34.79,103.19,93.74,44.23,2.82,40.42,65.73
19.48,84.25,9.55,1014.04,141.23,296.97,76.93,23.14,2.42,121.73,163.85
23.89,52.48,0.97,1027.31,85.11,55.73,14.83,32.01,4.52,179.05,92.2
23.62,62.99,1.92,1010.4,113.41,159.74,26.96,25.54,4.55,120.86,98.55
26.54,33.03,5.61,1004.2,163.5,239.92,42.45,43.88,4.15,113.14,189.43
29.08,55.57,5.97,1015.69,126.06,135.47,21.16,28.25,2.0,79.69,93.74
29.3,79.94,6.63,1010.84,156.97,145.74,52.02,25.08,3.64,63.14,155.29
22.08,78.34,0.66,1001.22,138.33,296.04,49.78,46.38,2.1,164.88,169.56
24.16,43.46,9.62,1027.7,186.25,133.34,95.84,36.55,1.32,174.73,133.5
26.41,43.56,0.92,1006.78,177.95,185.18,46.2,7.35,1.85,94.45,165.64
23.76,79.04,1.86,994.6,135.88,25.82,79.63,10.53,0.54,59.33,100.91
33.04,85.82,0.63,1026.28,171.33,254.24,94.48,39.78,1.79,140.92,175.0
27.45,35.72,5.89,1007.96,219.02,197.97,88.31,42.12,2.41,32.52,198.53
28.67,57.0,9.36,1006.92,110.91,127.17,24.82,28.17,4.79,140.15,80.38
28.31,50.25,6.83,995.35,106.13,14.69,52.12,28.61,1.7,149.22,52.4
30.87,82.24,8.32,1030.41,192.24,181.58,38.04,32.33,4.53,31.23,189.62
25.91,35.01,0.63,1000.11,147.73,13.67,42.99,23.08,1.3,176.07,87.48
18.52,42.67,5.65,1013.58,22.4,10.35,39.28,34.65,1.12,177.54,0.0
27.0,75.15,4.87,1022.13,223.57,188.67,83.5,7.21,2.69,169.24,178.07
21.74,33.08,5.24,1017.22,12.54,64.81,47.95,48.14,3.43,94.33,31.24
22.36,59.55,1.19,1012.4,188.36,65.65,54.75,38.01,0.41,51.83,121.03
27.93,56.53,7.0,995.98,190.9,199.45,98.33,32.3,1.26,108.94,167.14
31.19,50.06,5.28,1004.9,238.51,25.57,10.7,17.18,2.39,81.39,140.33
25.11,53.67,7.77,1014.88,18.26,100.89,51.36,9.73,1.79,45.01,50.24
26.54,61.8,5.11,1005.13,151.23,53.34,78.54,21.65,3.62,82.02,133.45
33.51,39.68,1.92,1015.03,109.82,178.25,19.36,33.76,2.65,122.86,128.8
26.2,64.32,6.66,1019.82,86.01,201.91,63.1,32.42,0.97,22.06,121.72
38.01,78.33,2.14,1022.63,27.13,219.13,27.75,20.37,4.49,66.68,115.39
27.83,75.61,8.79,1000.74,142.85,84.02,87.4,31.44,1.61,13.03,106.19
16.2,39.23,6.32,1034.97,122.36,35.88,36.07,41.06,3.71,137.41,72.56
28.77,38.95,1.99,1020.67,30.62,32.82,36.26,3.26,3.94,118.92,61.26
26.91,46.09,9.64,1012.98,155.06,133.58,61.83,23.63,4.82,20.65,141.89
31.45,51.66,5.42,1023.9,185.8,284.29,22.44,38.41,2.59,174.01,195.7
28.37,54.51,1.19,1036.65,192.98,73.14,32.06,28.21,3.16,13.85,123.3
24.31,70.78,6.45,998.61,226.82,84.46,44.58,33.27,1.81,110.29,143.24
18.88,33.4,2.91,1010.75,105.32,39.26,38.6,26.8,3.46,141.98,95.54
23.95,32.08,8.14,989.22,238.5,185.62,54.86,49.61,2.42,143.94,207.82
20.75,53.51,8.27,1014.93,217.03,207.16,61.97,4.62,2.3,15.83,196.07
22.1,71.83,9.8,1016.65,77.64,196.45,58.83,25.57,4.31,164.09,133.01
27.94,41.61,5.27,1012.61,44.02,259.73,67.15,6.39,0.44,166.14,120.15
33.35,68.49,4.82,1006.45,111.67,151.06,34.24,9.67,4.43,105.44,122.44
26.97,45.59,7.66,992.5,103.47,48.99,17.01,20.39,4.29,91.95,81.23
19.02,83.17,1.76,1016.74,146.05,93.93,77.28,9.47,2.63,17.63,135.8
27.22,83.74,5.7,1027.55,147.93,202.1,85.82,48.26,2.55,105.53,149.76
30.98,47.84,5.69,1007.09,188.75,187.81,29.42,47.45,1.94,79.59,168.98
21.95,43.8,1.35,1017.4,129.92,163.99,43.67,18.13,4.97,141.38,125.12
24.33,54.68,4.47,997.32,30.68,208.06,52.36,32.71,0.73,78.66,78.52
25.07,44.43,8.61,1017.57,215.28,194.84,55.67,27.62,3.03,126.21,181.12
21.08,70.34,8.63,1009.07,80.89,265.58,67.65,41.15,3.47,27.24,127.85
28.24,79.56,1.44,1005.38,242.97,179.94,8.95,32.12,4.68,32.6,204.64
24.4,70.39,1.36,1005.4,33.88,235.79,73.54,2.01,3.94,33.75,87.42
27.1,79.46,3.0,1009.06,239.77,82.13,10.89,38.63,3.29,17.74,159.26
20.56,53.82,8.81,1016.82,27.3,206.67,49.49,37.85,0.76,102.03,88.8
22.81,39.38,1.72,999.88,61.6,271.64,83.63,26.47,1.99,144.97,103.7
28.61,74.28,7.34,1009.03,16.41,121.86,47.87,45.34,0.87,113.77,50.08
23.14,51.63,1.46,1012.59,177.75,235.94,19.16,45.61,4.43,107.74,183.13
33.63,70.28,6.42,1002.01,213.32,220.19,98.58,27.15,3.8,125.71,204.27
23.0,46.24,3.88,1030.97,111.35,27.26,89.48,31.18,3.84,67.74,84.16
26.12,34.87,7.99,1004.47,232.49,178.64,78.27,49.83,3.33,71.53,201.73
29.66,89.55,2.72,1006.31,149.62,47.75,44.09,16.34,2.63,63.43,101.89
17.91,39.37,6.57,1003.22,159.35,290.52,22.47,17.58,0.92,131.06,175.54
16.2,89.31,2.74,1030.98,212.13,245.31,94.43,10.77,1.78,37.48,199.51
17.37,88.64,7.28,1018.53,77.72,41.82,55.57,45.0,0.86,12.21,75.93
31.31,77.63,8.8,1003.63,91.8,45.31,85.97,37.74,3.68,111.35,73.1
22.24,69.57,1.7,1024.06,226.96,182.4,37.5,7.07,0.97,170.2,171.31
37.79,64.67,8.73,1015.01,225.74,110.02,36.85,49.12,3.57,113.6,154.96
22.18,81.97,6.14,1015.57,244.24,20.12,98.63,37.09,3.52,143.1,148.32
25.92,47.37,1.71,1009.56,225.95,167.08,54.57,42.83,2.4,124.37,201.79
32.71,58.06,4.56,1005.51,36.21,122.48,18.37,4.31,0.85,94.56,69.93
35.03,67.16,2.03,1016.38,206.81,39.31,25.87,26.24,1.71,132.13,109.91
35.31,54.67,7.15,1007.55,105.41,242.56,50.78,35.53,1.74,150.1,131.53
31.04,55.65,7.71,1031.17,247.75,275.37,9.03,28.06,3.56,48.2,226.03
30.12,49.82,1.51,1000.31,120.71,229.41,48.94,34.0,0.75,67.14,125.76
27.96,63.85,5.31,1028.36,140.69,248.5,44.8,41.26,4.18,48.03,154.06
28.89,81.03,8.24,1011.89,134.79,72.78,79.04,19.97,3.85,86.87,131.6
22.24,42.09,9.39,1015.99,83.83,86.44,38.72,42.74,1.09,160.46,71.14
20.91,86.07,5.38,1021.33,23.38,70.47,98.34,9.82,3.65,68.69,69.81
24.98,71.35,9.53,1006.7,224.43,231.87,22.17,15.0,3.41,73.66,215.27
24.15,79.4,5.59,1021.64,201.66,284.9,61.14,4.08,3.79,156.26,196.11
22.73,63.37,4.24,985.92,39.18,217.88,13.52,19.49,1.11,97.61,79.21
28.48,76.77,8.56,1005.8,195.31,265.63,74.72,20.24,0.96,101.03,186.57
29.78,30.97,5.18,1003.76,158.33,195.22,99.5,40.65,1.34,156.34,140.52
25.44,79.1,4.98,1000.46,105.24,122.42,82.82,33.35,1.96,93.39,108.85
32.39,32.41,5.16,1010.85,67.24,133.47,57.79,22.96,4.01,125.86,92.05
19.29,83.39,8.54,1016.86,215.63,31.84,51.05,33.3,3.74,24.56,141.27
24.03,89.52,8.4,1020.03,176.55,19.12,84.33,4.53,4.64,40.37,138.36
21.42,47.64,4.33,1015.41,139.2,211.69,93.92,10.65,0.48,78.74,158.31
15.67,42.62,3.67,1006.34,154.34,137.14,98.97,32.09,0.26,94.12,139.81
24.59,75.92,5.17,1016.69,27.31,170.14,42.67,32.79,3.56,174.17,55.27
24.39,45.18,5.94,1014.24,121.11,171.72,99.14,39.16,1.54,175.01,138.72
32.57,81.93,2.76,1022.36,52.46,90.44,19.81,21.34,1.8,154.7,90.75
28.15,36.17,8.04,1020.77,56.05,148.01,29.09,36.68,2.82,63.65,41.76
19.88,37.56,5.12,1013.3,167.02,146.52,13.46,34.83,0.69,173.88,146.45
34.27,88.75,3.67,1004.03,228.26,122.64,30.82,48.24,3.28,127.19,166.42
31.11,70.43,1.51,1006.47,103.92,248.0,77.95,12.33,1.76,76.8,128.84
27.91,80.81,2.77,1007.5,55.9,140.84,86.03,28.48,3.24,129.28,104.54
23.87,49.46,9.52,1009.85,163.94,185.06,78.99,30.88,4.2,12.81,185.44
20.2,70.59,3.4,1015.68,218.44,269.7,64.95,49.94,1.02,34.85,214.51
23.14,65.65,2.1,1020.15,188.34,261.21,53.83,11.66,4.67,151.05,189.95
30.44,66.19,4.88,1012.49,217.85,268.22,72.33,27.11,2.75,119.75,194.46
34.42,70.95,3.42,1013.16,136.46,88.3,42.13,18.62,4.63,71.91,117.36
32.72,64.52,0.83,1014.43,189.21,20.14,84.92,27.24,1.2,95.11,129.09
22.56,55.74,3.57,1007.84,39.32,85.71,69.33,13.14,3.1,163.87,59.74
19.4,46.56,5.67,1003.75,90.33,90.83,71.29,4.29,2.14,117.37,84.16
25.7,76.11,5.74,995.45,100.44,273.71,55.91,29.48,3.92,77.69,195.03
16.16,43.58,3.89,1006.05,130.27,198.28,89.1,18.12,3.11,30.46,160.55
26.62,71.54,4.75,1017.73,232.62,33.69,28.94,10.73,2.57,59.94,156.02
24.26,44.0,9.67,1005.97,219.2,49.26,41.21,17.55,4.58,176.32,124.75
22.67,67.52,4.08,1010.62,37.96,55.15,78.88,4.37,2.01,84.35,40.74
17.03,74.82,2.95,1017.66,47.33,192.82,51.81,47.62,1.26,90.21,95.77
27.57,43.12,2.81,1018.21,92.62,223.27,89.48,29.9,3.12,94.76,119.97
22.34,33.6,4.85,1002.2,76.23,259.3,37.91,41.11,3.2,160.3,158.55
19.15,37.86,7.72,1022.97,155.62,282.78,40.09,22.31,2.31,112.67,198.1
10.64,66.36,2.46,1024.27,226.18,68.49,89.43,45.36,2.54,127.93,147.01
24.86,80.97,7.24,1001.7,240.76,99.83,49.12,25.2,4.81,76.2,199.2
33.86,32.7,0.7,1004.76,165.13,79.69,54.03,29.55,3.72,14.94,124.74
33.31,74.05,4.48,1024.91,210.35,114.04,36.61,25.61,0.73,168.27,188.73
22.71,50.48,7.87,1011.53,133.67,275.25,31.28,37.2,1.22,171.35,163.65
21.99,58.71,3.72,990.8,56.04,176.78,67.32,29.2,4.88,171.36,115.96
27.34,85.73,5.86,999.0,133.55,224.08,16.38,15.04,3.69,170.43,171.86
20.01,49.92,2.45,1010.51,141.0,152.13,88.53,8.99,4.59,148.59,161.35
26.51,57.92,7.55,1001.37,186.9,18.37,79.02,31.09,1.66,126.38,123.58
28.83,30.82,1.0,1008.87,58.87,28.62,23.12,25.48,3.76,153.57,53.84
